,n_votes,who,unique_who,mean,std
sub-NDARTY625VHZ_T1w__ax_64,3,"{'binarybottle', 'gkiar', 'ekubota'}",3,1.0,0.0
sub-NDARTY625VHZ_T1w__ax_84,4,"{'Dnkennedy', 'cjmarkie', 'arokem', 'cMadan'}",4,0.5,0.5773502691896257
sub-NDARUA421HT8_T1w__ax_105,6,"{'Dylan', 'cjmarkie', 'ekubota', '62442katieb'}",4,0.8333333333333334,0.408248290463863
sub-NDARUA421HT8_T1w__ax_125,5,"{'satra', 'spa', 'cjmarkie', 'another_anisha'}",4,1.0,0.0
sub-NDARUA421HT8_T1w__ax_145,8,"{'Dylan', 'Dnkennedy', 'gkiar', 'ekubota'}",4,0.75,0.4629100498862757
sub-NDARUA421HT8_T1w__ax_65,7,"{'Dylan', 'Dnkennedy', 'akeshavan', 'cjmarkie', 'pdonnelly', 'cMadan'}",6,0.5714285714285714,0.5345224838248488
sub-NDARUA421HT8_T1w__ax_85,5,"{'Dylan', 'gkiar'}",2,1.0,0.0
sub-NDARUC851WHU_T1w__ax_106,4,"{'gkiar', 'dnkennedy', 'cjmarkie'}",3,1.0,0.0
sub-NDARUC851WHU_T1w__ax_126,3,"{'Dnkennedy', 'dnkennedy'}",2,1.0,0.0
sub-NDARUC851WHU_T1w__ax_46,7,"{'Dnkennedy', 'Dylan', 'dnkennedy', 'gkiar', 'cjmarkie'}",5,1.0,0.0
sub-NDARUC851WHU_T1w__ax_66,4,"{'Dylan', 'dnkennedy', 'cMadan'}",3,1.0,0.0
sub-NDARUC851WHU_T1w__ax_86,5,"{'Dylan', 'Dnkennedy', 'gkiar', 'binarybottle'}",4,1.0,0.0
sub-NDARUD764NFJ_T1w__ax_103,6,"{'Dylan', 'Dnkennedy', 'akeshavan', 'ekubota', 'cjmarkie'}",5,1.0,0.0
sub-NDARUD764NFJ_T1w__ax_123,4,"{'Dnkennedy', 'ekubota', 'pdonnelly', 'arokem'}",4,1.0,0.0
sub-NDARUD764NFJ_T1w__ax_143,5,"{'akeshavan', 'cjmarkie', 'ekubota'}",3,1.0,0.0
sub-NDARUD764NFJ_T1w__ax_63,4,"{'Dnkennedy', 'gkiar', 'ekubota', 'Dylan'}",4,0.75,0.5
sub-NDARUD764NFJ_T1w__ax_83,5,"{'Dylan', 'binarybottle', 'cjmarkie', 'arokem'}",4,1.0,0.0
sub-NDARUE533XNH_T1w__ax_119,4,"{'akeshavan', 'cjmarkie', 'ekubota'}",3,0.75,0.5
sub-NDARUE533XNH_T1w__ax_139,4,"{'akeshavan', 'cjmarkie', 'pdonnelly', 'cMadan'}",4,1.0,0.0
sub-NDARUE533XNH_T1w__ax_159,5,"{'Dylan', 'Dnkennedy', 'pdonnelly', 'andronovhopf'}",4,0.8,0.4472135954999579
sub-NDARUE533XNH_T1w__ax_79,6,"{'Dylan', 'Dnkennedy', 'another_anisha', 'ekubota'}",4,1.0,0.0
sub-NDARUE533XNH_T1w__ax_99,7,"{'Dylan', 'dnkennedy', 'gkiar', 'ekubota', 'cMadan', 'cjmarkie'}",6,1.0,0.0
sub-NDARUF069EHR_T1w__ax_102,6,"{'Dylan', 'ehuber', 'pdonnelly', 'ekubota', 'cjmarkie'}",5,1.0,0.0
sub-NDARUF069EHR_T1w__ax_122,5,"{'Dylan', 'dnkennedy', 'arokem', '62442katieb'}",4,1.0,0.0
sub-NDARUF069EHR_T1w__ax_142,3,"{'Dylan', 'cjmarkie', 'pdonnelly'}",3,1.0,0.0
sub-NDARUF069EHR_T1w__ax_62,5,"{'anisha', 'Dnkennedy', 'cjmarkie', 'jyeatman '}",4,1.0,0.0
sub-NDARUF069EHR_T1w__ax_82,4,"{'gkiar', 'cjmarkie', '62442katieb', 'pbellec'}",4,1.0,0.0
sub-NDARUF389TXE_T1w__ax_104,5,"{'Dylan', 'ekubota', 'arokem'}",3,0.8,0.4472135954999579
sub-NDARUF389TXE_T1w__ax_124,5,"{'akeshavan', 'cjmarkie', 'dnkennedy', 'another_anisha'}",4,0.8,0.44721359549995804
sub-NDARUF389TXE_T1w__ax_144,3,"{'Dylan', 'Dnkennedy', 'pdonnelly'}",3,0.6666666666666666,0.5773502691896258
sub-NDARUF389TXE_T1w__ax_164,2,"{'Dnkennedy', 'cjmarkie'}",2,1.0,0.0
sub-NDARUF389TXE_T1w__ax_84,6,"{'Dnkennedy', 'akeshavan', 'binarybottle', 'ekubota', 'cjmarkie'}",5,0.5,0.5477225575051661
sub-NDARUF935UL3_T1w__ax_106,8,"{'Dnkennedy', 'Dylan', 'dnkennedy', 'gkiar', 'anisha', 'cjmarkie'}",6,0.0,0.0
sub-NDARUF935UL3_T1w__ax_126,5,"{'Dylan', 'Dnkennedy', 'cjmarkie', 'ekubota'}",4,0.6,0.5477225575051662
sub-NDARUF935UL3_T1w__ax_146,3,"{'akeshavan', 'ekubota', 'arokem'}",3,0.3333333333333333,0.5773502691896258
sub-NDARUF935UL3_T1w__ax_66,5,"{'Dnkennedy', 'gkiar', 'dnkennedy', 'cjmarkie'}",4,0.4,0.5477225575051662
sub-NDARUF935UL3_T1w__ax_86,6,"{'Dnkennedy', 'Dylan', 'cjmarkie', 'ekubota'}",4,0.3333333333333333,0.5163977794943223
sub-NDARUG323DM3_T1w__ax_110,4,"{'gkiar', 'dnkennedy', 'ekubota'}",3,0.5,0.5773502691896257
sub-NDARUG323DM3_T1w__ax_130,4,"{'Dnkennedy', 'dnkennedy', 'cjmarkie'}",3,0.75,0.5
sub-NDARUG323DM3_T1w__ax_50,4,"{'Dylan', 'gkiar', 'cjmarkie', '62442katieb'}",4,0.25,0.5
sub-NDARUG323DM3_T1w__ax_70,5,"{'Dylan', 'bv42', 'pdonnelly', 'ekubota'}",4,0.6,0.5477225575051662
sub-NDARUG323DM3_T1w__ax_90,4,"{'Dylan', 'gkiar', 'ekubota', 'pbellec'}",4,0.5,0.5773502691896257
sub-NDARUG507AZX_T1w__ax_101,5,"{'gkiar', 'sliew', 'binarybottle', 'satra', 'ekubota'}",5,0.2,0.447213595499958
sub-NDARUG507AZX_T1w__ax_121,9,"{'Dylan', 'Dnkennedy', 'akeshavan', 'cjmarkie', 'cMadan'}",5,0.4444444444444444,0.5270462766947299
sub-NDARUG507AZX_T1w__ax_141,3,"{'Dnkennedy', 'ekubota', '62442katieb'}",3,0.3333333333333333,0.5773502691896258
sub-NDARUG507AZX_T1w__ax_61,4,"{'Dylan', 'pdonnelly', 'ekubota'}",3,0.5,0.5773502691896257
sub-NDARUG507AZX_T1w__ax_81,5,"{'Dylan', 'cjmarkie', 'andronovhopf'}",3,0.2,0.447213595499958
sub-NDARUJ646APQ_T1w__ax_114,6,"{'dnkennedy', 'cjmarkie', 'cMadan'}",3,0.5,0.5477225575051661
sub-NDARUJ646APQ_T1w__ax_134,6,"{'akeshavan', 'Dnkennedy', 'satra', 'Dylan'}",4,1.0,0.0
sub-NDARUJ646APQ_T1w__ax_54,7,"{'Dnkennedy', 'Dylan', 'akeshavan', 'satra', 'cjmarkie'}",5,1.0,0.0
sub-NDARUJ646APQ_T1w__ax_74,3,"{'Dylan', 'cjmarkie', 'ekubota'}",3,0.6666666666666666,0.5773502691896258
sub-NDARUJ646APQ_T1w__ax_94,5,"{'akeshavan', 'binarybottle', 'cjmarkie', 'another_anisha'}",4,0.8,0.4472135954999579
sub-NDARUL224GN6_T1w__ax_109,8,"{'Dnkennedy', 'Kesh', 'gkiar', 'bv42', 'arokem'}",5,0.375,0.5175491695067657
sub-NDARUL224GN6_T1w__ax_129,4,"{'Dylan', 'dnkennedy', 'a_fake_user'}",3,0.0,0.0
sub-NDARUL224GN6_T1w__ax_149,3,"{'Dylan', 'Dnkennedy'}",2,0.0,0.0
sub-NDARUL224GN6_T1w__ax_169,5,"{'dnkennedy', 'Kesh', 'ekubota', 'cjmarkie', 'arokem'}",5,0.2,0.44721359549995804
sub-NDARUL224GN6_T1w__ax_89,5,"{'Dylan', 'cjmarkie', 'ekubota'}",3,0.4,0.5477225575051662
sub-NDARUL341DD2_T1w__ax_107,5,"{'Dylan', 'Dnkennedy', 'akeshavan', 'cjmarkie'}",4,0.8,0.4472135954999579
sub-NDARUL341DD2_T1w__ax_127,4,"{'Dylan', 'gkiar', 'ekubota'}",3,0.75,0.5
sub-NDARUL341DD2_T1w__ax_147,7,"{'Dnkennedy', 'dnkennedy', 'another_anisha', 'ehuber', 'ekubota'}",5,0.8571428571428571,0.37796447300922725
sub-NDARUL341DD2_T1w__ax_67,9,"{'Dnkennedy', 'dnkennedy', 'ehuber', 'ekubota', 'cMadan', 'cjmarkie'}",6,0.8888888888888888,0.33333333333333337
sub-NDARUL341DD2_T1w__ax_87,5,"{'Dylan', 'dnkennedy', 'gkiar', 'satra', 'cjmarkie'}",5,1.0,0.0
sub-NDARUL456EER_T1w__ax_107,3,"{'Dnkennedy', 'satra', 'another_anisha'}",3,0.3333333333333333,0.5773502691896258
sub-NDARUL456EER_T1w__ax_127,3,"{'Dnkennedy', 'cjmarkie', 'Kesh'}",3,0.3333333333333333,0.5773502691896258
sub-NDARUL456EER_T1w__ax_147,4,"{'akeshavan', 'Dnkennedy', 'cjmarkie', 'Dylan'}",4,0.25,0.5
sub-NDARUL456EER_T1w__ax_67,3,"{'Dylan', 'Dnkennedy', 'another_anisha'}",3,0.3333333333333333,0.5773502691896258
sub-NDARUL456EER_T1w__ax_87,4,"{'satra', 'cjmarkie', 'Kesh', 'andronovhopf'}",4,0.25,0.5
sub-NDARUL881JR9_T1w__ax_100,8,"{'Dylan', 'ehuber', 'binarybottle', 'ekubota', 'Danjonpeterson ', 'cjmarkie'}",6,0.625,0.5175491695067657
sub-NDARUL881JR9_T1w__ax_120,4,"{'akeshavan', 'cMadan', 'Kesh', 'ekubota'}",4,0.5,0.5773502691896257
sub-NDARUL881JR9_T1w__ax_140,6,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'sliew', 'cjmarkie'}",5,1.0,0.0
sub-NDARUL881JR9_T1w__ax_60,6,"{'Dnkennedy', 'cjmarkie', 'akeshavan', 'ekubota'}",4,1.0,0.0
sub-NDARUL881JR9_T1w__ax_80,3,"{'Dnkennedy', 'binarybottle', 'another_anisha'}",3,1.0,0.0
sub-NDARUM569EV1_T1w__ax_100,5,"{'akeshavan', 'Dnkennedy', 'pdonnelly', 'pbellec'}",4,0.8,0.4472135954999579
sub-NDARUM569EV1_T1w__ax_120,8,"{'Dylan', 'Dnkennedy', 'Kesh', 'ekubota', 'cMadan'}",5,0.875,0.3535533905932738
sub-NDARUM569EV1_T1w__ax_140,6,"{'Dnkennedy', 'Dylan', 'dnkennedy', 'gkiar', 'a_fake_user'}",5,0.8333333333333334,0.408248290463863
sub-NDARUM569EV1_T1w__ax_60,4,"{'akeshavan', 'dnkennedy', 'ekubota', '62442katieb'}",4,1.0,0.0
sub-NDARUM569EV1_T1w__ax_80,3,{'akeshavan'},1,0.6666666666666666,0.5773502691896258
sub-NDARUM991EE8_T1w__ax_107,4,"{'akeshavan', 'gkiar', 'cjmarkie'}",3,1.0,0.0
sub-NDARUM991EE8_T1w__ax_127,5,"{'anisha', 'pdonnelly', 'ekubota'}",3,1.0,0.0
sub-NDARUM991EE8_T1w__ax_147,3,"{'Dylan', 'ekubota'}",2,1.0,0.0
sub-NDARUM991EE8_T1w__ax_67,4,"{'Dnkennedy', 'ekubota'}",2,1.0,0.0
sub-NDARUM991EE8_T1w__ax_87,4,"{'akeshavan', 'gkiar', 'cjmarkie', 'ekubota'}",4,0.75,0.5
sub-NDARUN300FG1_T1w__ax_107,5,"{'Dylan', 'another_anisha'}",2,0.0,0.0
sub-NDARUN300FG1_T1w__ax_127,5,"{'Dnkennedy', 'Dylan', 'armin', 'ekubota', 'anisha'}",5,0.2,0.447213595499958
sub-NDARUN300FG1_T1w__ax_147,4,"{'akeshavan', 'Dnkennedy', 'armin', 'ekubota'}",4,0.0,0.0
sub-NDARUN300FG1_T1w__ax_67,6,"{'Dnkennedy', 'Dylan', 'dnkennedy', 'satra', 'cjmarkie'}",5,0.0,0.0
sub-NDARUN300FG1_T1w__ax_87,4,"{'dnkennedy', 'cjmarkie', 'ekubota', 'pdonnelly'}",4,0.5,0.5773502691896257
sub-NDARUP249AMD_T1w__ax_118,8,"{'Dnkennedy', 'ekubota', 'cMadan', 'cjmarkie', 'andronovhopf'}",5,0.875,0.3535533905932738
sub-NDARUP249AMD_T1w__ax_138,2,"{'Dnkennedy', 'spa'}",2,1.0,0.0
sub-NDARUP249AMD_T1w__ax_58,4,"{'Dylan', 'Dnkennedy', 'akeshavan', 'cMadan'}",4,1.0,0.0
sub-NDARUP249AMD_T1w__ax_78,6,"{'Dnkennedy', 'Dylan', 'akeshavan', 'ekubota'}",4,1.0,0.0
sub-NDARUP249AMD_T1w__ax_98,3,"{'Dnkennedy', 'cjmarkie', 'akeshavan'}",3,1.0,0.0
sub-NDARUR987CDM_T1w__ax_114,6,"{'dnkennedy', 'Kesh', 'gkiar', 'pdonnelly', 'ekubota'}",5,0.6666666666666666,0.5163977794943223
sub-NDARUR987CDM_T1w__ax_134,5,"{'akeshavan', 'sliew', 'cjmarkie', 'cMadan'}",4,1.0,0.0
sub-NDARUR987CDM_T1w__ax_54,6,"{'Dnkennedy', 'Dylan', 'akeshavan', 'cjmarkie', 'another_anisha', 'cMadan'}",6,1.0,0.0
sub-NDARUR987CDM_T1w__ax_74,3,"{'Dylan', 'satra', 'another_anisha'}",3,1.0,0.0
sub-NDARUR987CDM_T1w__ax_94,4,"{'Dylan', 'gkiar', 'Kesh', 'ekubota'}",4,0.75,0.5
sub-NDARUT018UYN_T1w__ax_109,9,"{'Dnkennedy', 'Dylan', 'ehuber', 'ekubota', 'cjmarkie'}",5,0.8888888888888888,0.33333333333333337
sub-NDARUT018UYN_T1w__ax_129,5,"{'Dylan', 'cjmarkie', 'Kesh'}",3,0.4,0.5477225575051662
sub-NDARUT018UYN_T1w__ax_49,7,"{'Dnkennedy', 'Kesh', 'gkiar', 'pdonnelly', 'ekubota', 'cjmarkie'}",6,0.42857142857142855,0.5345224838248487
sub-NDARUT018UYN_T1w__ax_69,3,"{'Dnkennedy', 'dnkennedy', 'Kesh'}",3,0.0,0.0
sub-NDARUT018UYN_T1w__ax_89,7,"{'Dnkennedy', 'cjmarkie', 'ekubota', 'cMadan'}",4,0.7142857142857143,0.4879500364742666
sub-NDARUT792WX7_T1w__ax_101,7,"{'Dnkennedy', 'Dylan', 'akeshavan', 'gkiar', 'cjmarkie'}",5,1.0,0.0
sub-NDARUT792WX7_T1w__ax_121,5,"{'Dylan', 'Dnkennedy'}",2,1.0,0.0
sub-NDARUT792WX7_T1w__ax_141,4,"{'binarybottle', 'dnkennedy', 'cjmarkie'}",3,1.0,0.0
sub-NDARUT792WX7_T1w__ax_61,6,"{'Dnkennedy', 'Dylan', 'binarybottle', 'ekubota', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARUT792WX7_T1w__ax_81,4,"{'Dylan', 'Dnkennedy', 'cjmarkie', 'jlnrd'}",4,0.75,0.5
sub-NDARUV263YB5_T1w__ax_108,6,"{'Dylan', 'gkiar', 'ehuber', 'sliew', 'ekubota', 'cjmarkie'}",6,1.0,0.0
sub-NDARUV263YB5_T1w__ax_128,4,"{'anisha', 'satra', 'Dylan'}",3,1.0,0.0
sub-NDARUV263YB5_T1w__ax_148,4,"{'akeshavan', 'cjmarkie', 'cMadan'}",3,1.0,0.0
sub-NDARUV263YB5_T1w__ax_168,4,"{'Dnkennedy', 'binarybottle', 'gkiar', 'cjmarkie'}",4,1.0,0.0
sub-NDARUV263YB5_T1w__ax_188,5,"{'Dnkennedy', 'binarybottle', 'cjmarkie'}",3,1.0,0.0
sub-NDARUV753MY9_T1w__ax_103,8,"{'Dnkennedy', 'akeshavan', 'satra', 'cMadan', 'cjmarkie'}",5,0.75,0.4629100498862757
sub-NDARUV753MY9_T1w__ax_123,5,"{'arokem', 'dnkennedy', 'Kesh', 'ekubota'}",4,0.6,0.5477225575051662
sub-NDARUV753MY9_T1w__ax_143,4,"{'akeshavan', 'satra', 'gkiar', 'cjmarkie'}",4,0.25,0.5
sub-NDARUV753MY9_T1w__ax_163,4,"{'Dylan', 'binarybottle', 'Dnkennedy', 'pbellec'}",4,0.75,0.5
sub-NDARUV753MY9_T1w__ax_83,5,"{'Dylan', 'gkiar', 'cjmarkie'}",3,0.8,0.4472135954999579
sub-NDARUW816MP3_T1w__ax_111,10,"{'Dnkennedy', '62442katieb', 'ehuber', 'ekubota', 'cjmarkie', 'andronovhopf'}",6,0.9,0.31622776601683794
sub-NDARUW816MP3_T1w__ax_131,6,"{'anisha', 'Dnkennedy', 'akeshavan', 'Dylan'}",4,0.8333333333333334,0.408248290463863
sub-NDARUW816MP3_T1w__ax_51,3,"{'Dnkennedy', 'dnkennedy', 'cMadan'}",3,0.6666666666666666,0.5773502691896258
sub-NDARUW816MP3_T1w__ax_71,4,"{'Dylan', 'Dnkennedy', 'gkiar', 'a_fake_user'}",4,1.0,0.0
sub-NDARUW816MP3_T1w__ax_91,4,"{'Dylan', 'satra', 'ekubota'}",3,1.0,0.0
sub-NDARUX216VHK_T1w__ax_110,6,"{'Dylan', 'satra', 'Dnkennedy'}",3,1.0,0.0
sub-NDARUX216VHK_T1w__ax_130,5,"{'Dnkennedy', 'Dylan', 'cjmarkie', 'ekubota'}",4,1.0,0.0
sub-NDARUX216VHK_T1w__ax_50,8,"{'dnkennedy', 'akeshavan', 'gkiar', 'ehuber', 'cMadan', 'cjmarkie'}",6,0.875,0.3535533905932738
sub-NDARUX216VHK_T1w__ax_70,4,"{'akeshavan', 'cjmarkie'}",2,0.75,0.5
sub-NDARUX216VHK_T1w__ax_90,5,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'cjmarkie'}",4,1.0,0.0
sub-NDARUX886JLM_T1w__ax_107,4,"{'Dylan', 'binarybottle', 'ekubota'}",3,0.25,0.5
sub-NDARUX886JLM_T1w__ax_127,4,"{'Dnkennedy', 'Dylan', 'cjmarkie'}",3,0.0,0.0
sub-NDARUX886JLM_T1w__ax_147,4,"{'Dylan', 'cjmarkie', 'andronovhopf'}",3,0.5,0.5773502691896257
sub-NDARUX886JLM_T1w__ax_167,6,"{'Dylan', 'dnkennedy', 'ekubota', 'cMadan', 'cjmarkie'}",5,0.0,0.0
sub-NDARUX886JLM_T1w__ax_87,5,"{'Dylan', 'dnkennedy', 'cjmarkie', 'ekubota'}",4,0.2,0.447213595499958
sub-NDARUY876VL1_T1w__ax_111,5,"{'Dylan', 'dnkennedy', 'Kesh', 'pdonnelly', 'ekubota'}",5,0.6,0.5477225575051662
sub-NDARUY876VL1_T1w__ax_131,3,"{'Dnkennedy', 'cMadan', 'andronovhopf'}",3,0.3333333333333333,0.5773502691896258
sub-NDARUY876VL1_T1w__ax_151,6,"{'Dylan', 'Dnkennedy', 'dnkennedy', 'gkiar', 'satra', 'binarybottle'}",6,1.0,0.0
sub-NDARUY876VL1_T1w__ax_71,4,"{'Dylan', 'Dnkennedy', 'ekubota'}",3,0.75,0.5
sub-NDARUY876VL1_T1w__ax_91,5,{'akeshavan'},1,0.8,0.4472135954999579
sub-NDARUZ206DRV_T1w__ax_119,6,"{'satra', 'gkiar', 'cjmarkie', 'ehuber'}",4,0.6666666666666666,0.5163977794943223
sub-NDARUZ206DRV_T1w__ax_139,6,"{'Dylan', 'Dnkennedy', '62442katieb', 'gkiar', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARUZ206DRV_T1w__ax_59,5,"{'Dnkennedy', 'dnkennedy', 'satra', 'ekubota', 'cjmarkie'}",5,1.0,0.0
sub-NDARUZ206DRV_T1w__ax_79,6,"{'Dnkennedy', 'Dylan', 'cjmarkie', 'akeshavan'}",4,0.6666666666666666,0.5163977794943223
sub-NDARUZ206DRV_T1w__ax_99,4,"{'Dylan', 'gkiar', 'cjmarkie', 'ekubota'}",4,0.75,0.5
sub-NDARVB04TJA_T1w__ax_102,5,"{'Dylan', 'Dnkennedy', 'gkiar', 'cjmarkie'}",4,0.8,0.4472135954999579
sub-NDARVB04TJA_T1w__ax_122,2,"{'akeshavan', 'pbellec'}",2,1.0,0.0
sub-NDARVB04TJA_T1w__ax_142,3,"{'Dnkennedy', 'pdonnelly'}",2,1.0,0.0
sub-NDARVB04TJA_T1w__ax_62,4,"{'Dnkennedy', 'akeshavan', 'cjmarkie', 'arokem'}",4,1.0,0.0
sub-NDARVB04TJA_T1w__ax_82,7,"{'Kesh', 'dnkennedy', 'cjmarkie', 'ekubota'}",4,1.0,0.0
sub-NDARVB297WUM_T1w__ax_109,4,"{'Dnkennedy', 'dnkennedy', 'ekubota'}",3,0.75,0.5
sub-NDARVB297WUM_T1w__ax_129,4,"{'Dnkennedy', 'Dylan', 'ehuber'}",3,1.0,0.0
sub-NDARVB297WUM_T1w__ax_149,5,"{'Dnkennedy', 'gkiar', 'ekubota', 'cjmarkie', 'arokem'}",5,0.4,0.5477225575051662
sub-NDARVB297WUM_T1w__ax_69,5,"{'Dylan', 'Dnkennedy', 'spa', 'dnkennedy'}",4,1.0,0.0
sub-NDARVB297WUM_T1w__ax_89,5,"{'Dylan', 'Dnkennedy', 'Kesh', 'ehuber', 'cMadan'}",5,0.2,0.44721359549995804
sub-NDARVB607WW4_T1w__ax_118,5,"{'Dylan', 'Dnkennedy', 'gkiar', 'binarybottle'}",4,1.0,0.0
sub-NDARVB607WW4_T1w__ax_138,2,"{'satra', 'dnkennedy'}",2,1.0,0.0
sub-NDARVB607WW4_T1w__ax_58,5,"{'Dnkennedy', 'gkiar', 'cjmarkie', 'Dylan'}",4,1.0,0.0
sub-NDARVB607WW4_T1w__ax_78,6,"{'Dylan', 'cjmarkie', 'ekubota'}",3,0.8333333333333334,0.408248290463863
sub-NDARVB607WW4_T1w__ax_98,4,"{'anisha', 'ekubota', 'pdonnelly', 'ehuber'}",4,1.0,0.0
sub-NDARVB811FVD_T1w__ax_113,6,"{'dnkennedy', 'cjmarkie', 'ekubota', 'cMadan'}",4,0.6666666666666666,0.5163977794943223
sub-NDARVB811FVD_T1w__ax_133,5,"{'akeshavan', 'cjmarkie', 'ekubota'}",3,0.8,0.4472135954999579
sub-NDARVB811FVD_T1w__ax_153,4,"{'Dylan', 'gkiar', 'cjmarkie', 'ehuber'}",4,0.75,0.5
sub-NDARVB811FVD_T1w__ax_73,4,"{'Dylan', 'gkiar', 'dnkennedy', 'cMadan'}",4,1.0,0.0
sub-NDARVB811FVD_T1w__ax_93,5,"{'Dylan', 'Dnkennedy', 'ehuber', 'ekubota', 'cjmarkie'}",5,1.0,0.0
sub-NDARVC246ZY8_T1w__ax_106,4,"{'Dylan', 'cjmarkie', 'akeshavan'}",3,1.0,0.0
sub-NDARVC246ZY8_T1w__ax_126,4,"{'Dnkennedy', 'Kesh', 'ehuber', 'jyeatman '}",4,1.0,0.0
sub-NDARVC246ZY8_T1w__ax_146,7,"{'Dylan', 'dnkennedy', 'akeshavan', 'cMadan', 'cjmarkie'}",5,0.7142857142857143,0.48795003647426655
sub-NDARVC246ZY8_T1w__ax_66,5,"{'Dylan', 'binarybottle', 'cjmarkie', 'ehuber'}",4,1.0,0.0
sub-NDARVC246ZY8_T1w__ax_86,3,"{'Dylan', 'Dnkennedy', 'ekubota'}",3,1.0,0.0
sub-NDARVD635FX8_T1w__ax_110,9,"{'Dylan', 'Dnkennedy', 'ehuber', 'satra', 'ekubota', 'cjmarkie'}",6,0.4444444444444444,0.5270462766947299
sub-NDARVD635FX8_T1w__ax_130,6,"{'Dylan', 'Kesh', 'gkiar', 'cMadan', 'cjmarkie'}",5,0.8333333333333334,0.408248290463863
sub-NDARVD635FX8_T1w__ax_50,3,"{'Dnkennedy', 'another_anisha'}",2,0.0,0.0
sub-NDARVD635FX8_T1w__ax_70,8,"{'Dylan', 'Dnkennedy', 'cjmarkie', 'another_anisha'}",4,0.125,0.3535533905932738
sub-NDARVD635FX8_T1w__ax_90,4,"{'akeshavan', 'Kesh', 'pdonnelly', 'ekubota'}",4,0.5,0.5773502691896257
sub-NDARVD685RRJ_T1w__ax_113,3,"{'gkiar', 'dnkennedy', 'cMadan'}",3,0.3333333333333333,0.5773502691896258
sub-NDARVD685RRJ_T1w__ax_133,3,"{'Dylan', 'gkiar'}",2,1.0,0.0
sub-NDARVD685RRJ_T1w__ax_53,5,"{'Dnkennedy', 'dnkennedy', 'Kesh', 'ehuber', 'arokem'}",5,0.8,0.4472135954999579
sub-NDARVD685RRJ_T1w__ax_73,4,"{'akeshavan', 'binarybottle', 'Dylan', 'cMadan'}",4,0.75,0.5
sub-NDARVD685RRJ_T1w__ax_93,7,"{'akeshavan', 'gkiar', 'ehuber', 'pbellec', 'ekubota'}",5,0.7142857142857143,0.48795003647426666
sub-NDARVE724GEF_T1w__ax_117,5,"{'Dnkennedy', 'Dylan', 'jyeatman ', 'akeshavan', 'gkiar'}",5,0.0,0.0
sub-NDARVE724GEF_T1w__ax_137,4,"{'akeshavan', 'dnkennedy', 'cjmarkie'}",3,0.25,0.5
sub-NDARVE724GEF_T1w__ax_57,7,"{'Dnkennedy', 'Dylan', 'jyeatman ', 'pbellec', 'satra', 'cjmarkie'}",6,0.0,0.0
sub-NDARVE724GEF_T1w__ax_77,5,"{'Dylan', 'dnkennedy', 'ehuber'}",3,0.4,0.5477225575051662
sub-NDARVE724GEF_T1w__ax_97,5,"{'anisha', 'Dnkennedy', 'dnkennedy', 'jyeatman '}",4,0.2,0.44721359549995804
sub-NDARVG148WHV_T1w__ax_114,5,"{'Dnkennedy', 'satra', 'Kesh', 'ekubota'}",4,0.6,0.5477225575051662
sub-NDARVG148WHV_T1w__ax_134,3,"{'Dylan', 'Dnkennedy', 'cjmarkie'}",3,1.0,0.0
sub-NDARVG148WHV_T1w__ax_154,6,"{'Dylan', 'binarybottle', 'Dnkennedy', 'cjmarkie'}",4,1.0,0.0
sub-NDARVG148WHV_T1w__ax_74,6,"{'Dylan', 'agt', 'jyeatman ', 'gkiar', 'satra', 'cjmarkie'}",6,1.0,0.0
sub-NDARVG148WHV_T1w__ax_94,4,"{'Dnkennedy', 'Dylan', 'bv42', 'ekubota'}",4,1.0,0.0
sub-NDARVG436WGG_T1w__ax_102,8,"{'Dnkennedy', 'cMadan', 'cjmarkie', 'ehuber'}",4,0.625,0.5175491695067657
sub-NDARVG436WGG_T1w__ax_122,4,"{'Dylan', 'Dnkennedy', 'gkiar', 'cjmarkie'}",4,1.0,0.0
sub-NDARVG436WGG_T1w__ax_142,5,"{'akeshavan', 'dnkennedy', 'cjmarkie', 'andronovhopf'}",4,0.8,0.44721359549995804
sub-NDARVG436WGG_T1w__ax_62,4,"{'gkiar', 'cjmarkie', 'ehuber', 'ekubota'}",4,1.0,0.0
sub-NDARVG436WGG_T1w__ax_82,3,"{'anisha', 'Dylan', 'cjmarkie'}",3,1.0,0.0
sub-NDARVG461LA2_T1w__ax_119,4,"{'Dnkennedy', 'cjmarkie', 'ekubota'}",3,1.0,0.0
sub-NDARVG461LA2_T1w__ax_139,6,"{'Dylan', 'akeshavan', 'gkiar', 'ehuber', 'ekubota', 'cMadan'}",6,1.0,0.0
sub-NDARVG461LA2_T1w__ax_159,4,"{'Dylan', 'Dnkennedy', '62442katieb'}",3,1.0,0.0
sub-NDARVG461LA2_T1w__ax_79,3,"{'Dnkennedy', 'pdonnelly'}",2,1.0,0.0
sub-NDARVG461LA2_T1w__ax_99,5,"{'Dnkennedy', 'ehuber', 'ekubota', 'cMadan', 'cjmarkie'}",5,1.0,0.0
sub-NDARVG971CHH_T1w__ax_109,3,"{'Dnkennedy', 'Dylan', 'dnkennedy'}",3,1.0,0.0
